dial_id,turn_id,predicted,correct,prob,entropy,confidence,chatscript_prob,chatscript_rank
0,0,what_brings_you_in_today,True,0.98684655878315619,0.12342877354792084,5.9317011162043833,,
0,1,describe_the_pain,False,0.36905013182317364,2.2522963776770375,-3.3585603610306087,,
0,2,what_brings_you_in_today,True,0.97427715698191508,0.25742450880922485,6.8924950651299079,0.97427715698191508,1
0,3,where_is_the_pain,True,0.96008512018386882,0.36140833937713962,4.8414741438650939,0.96008512018386882,1
0,4,when_did_the_pain_start,True,0.95419949335176224,0.42437446535153572,3.267353149142608,0.95419949335176224,1
0,5,what_makes_the_pain_worse,True,0.97969948587101885,0.14694791321466866,4.1722964952636659,0.97969948587101885,1
0,6,what_do_you_do_for_a_living,True,0.36404776897486285,3.4549308703964123,-3.2912753481806414,0.36404776897486285,1
0,7,what_makes_the_pain_better,True,0.95995923233038816,0.24986858092938705,5.1916582939938012,0.95995923233038816,1
0,8,are_you_taking_any_other_medication,True,0.98097698575852499,0.14927271764276773,3.8853893987103016,0.98097698575852499,1
10,0,how_are_you,True,0.94716438508589085,0.34034097994052626,4.8581237080969277,0.94716438508589085,1
10,1,describe_the_pain,True,0.94994184536635817,0.26018227486717349,0.097803001552765279,0.94994184536635817,1
10,2,any_other_problems,False,0.98723793437606333,0.09183846928601469,8.0589903804878418,0.004741237140582881,2
10,3,describe_the_pain,True,0.96797438391632351,0.25784925103753437,5.6098274855218744,0.96797438391632351,1
10,4,when_did_the_pain_start,True,0.95869474331638749,0.28419489947578958,2.019732900085609,0.95869474331638749,1
10,5,how_intense_is_the_pain,True,0.6095322625720383,0.78212118218563964,-1.3581045076155345,0.6095322625720383,1
10,6,what_makes_the_pain_better,True,0.95967186608122934,0.19922393374580841,4.0609437959018821,0.95967186608122934,1
10,7,what_makes_the_pain_worse,True,0.94943451133053713,0.23807511962708805,1.8946112117412708,0.94943451133053713,1
10,8,i_am_sorry,True,0.95979110288402958,0.33981440421917569,4.9372764939552587,0.95979110288402958,1
10,9,how_has_this_affected_you,True,0.99269626909381004,0.075233953443593807,4.5361250747509985,0.99269626909381004,1
10,10,what_do_you_do_for_a_living,True,0.16368533075737318,3.965808394649136,-4.3371957128956957,0.16368533075737318,1
10,11,i_have_more_questions,True,0.98584249116545974,0.1215427432934839,4.8010798264249175,0.98584249116545974,1
10,12,how_is_your_family,True,0.95882332900785061,0.31703851640565567,2.1765627632147249,0.95882332900785061,1
10,13,any_family_history_of_illness,False,0.36541141243464659,2.6949287203849277,-2.2627329261501243,8.4839107655631756e-05,343
10,14,have_you_ever_been_in_an_accident,False,0.84884945018608038,0.72183372428617931,-0.77796965956491904,0.10610668917437786,2
10,15,any_prior_surgeries,True,0.94541525536997861,0.48496454355569979,4.2663613561575637,0.94541525536997861,1
10,16,are_you_taking_any_medication,True,0.98816513621169089,0.11402572497058423,0.87390811067273222,0.98816513621169089,1
10,17,have_you_ever_taken_any_other_medication,True,0.50412495709662342,2.3341442498483778,-3.8690771180762447,0.50412495709662342,1
10,18,are_you_happy,True,0.9092885487718827,0.74434069202963182,-2.364801580225417,0.9092885487718827,1
10,19,good,True,0.80458454381375888,1.3038420951338243,-0.61056295253825155,,
10,20,do_you_have_any_children,True,0.97981367208978154,0.19636796819870014,4.8688654434721492,0.97981367208978154,1
10,21,are_you_sexually_active,True,0.91227263996914798,0.6819667845095152,1.3625083530503188,0.91227263996914798,1
10,22,are_you_sexually_active,True,0.6899480759227461,1.7251027127785541,-1.4277251367156563,0.6899480759227461,1
10,23,does_your_hip_hurt,True,0.34537980528047829,3.9461748428611694,-3.7557740571304867,0.34537980528047829,1
10,24,does_your_hip_hurt,True,0.28859370929617945,4.0117120913217503,-3.7799965015462247,0.28859370929617945,1
10,25,how_intense_is_the_pain,False,0.26516106006010504,4.063082225548186,-4.321458003475164,0.0010271447786941645,128
10,26,how_often_do_you_urinate,False,0.63447095871305648,1.6967349565098768,-0.37175552769371856,0.021209004615246076,3
10,27,how_is_your_diet,True,0.96134120421260316,0.3417450572977041,1.6707549285946817,0.96134120421260316,1
10,28,do_you_have_any_medical_problems,False,0.84198311550328053,0.85712392139295368,-1.4694591450788033,0.086005829161410072,2
10,29,are_you_having_any_other_pain,False,0.81466938611108719,1.0877593208507399,-2.2949998959276319,0.0011551344995969889,22
10,30,are_you_stressed,True,0.95835169236214701,0.37987947150224194,2.9983384910524777,0.95835169236214701,1
10,31,are_you_married,True,0.96259196495690424,0.35443042787854889,4.6094072553012717,0.96259196495690424,1
10,32,do_you_use_illegal_drugs,False,0.9386527580822307,0.53252323592148998,0.037506456473488825,4.4630706264881598e-05,283
10,33,would_you_like_some_pain_medication,False,0.19125789470330251,3.2343865529894043,-5.3810846672523986,0.012455131624405412,9
10,34,do_you_have_a_cause_for_the_pain,False,0.88952015432001874,0.73858985853856896,-1.703676881557755,,
10,35,what_do_you_do_for_a_living,False,0.25768680399980914,4.3255013054806435,-4.1542159963256404,,
10,36,thanks,True,0.96705721154110991,0.26483983416225459,1.132852191943432,0.96705721154110991,1
10,37,describe_the_pain,False,0.65965183080615519,1.3011057585433101,-4.8649982940295935,0.13718203277382354,2
20,0,goodbye,False,0.1673329548835456,2.5893410419509069,-6.6048298570860329,,
20,1,how_are_you,True,0.56669101080947082,3.0287851772151879,-1.8364660157710133,,
20,2,how_are_you,True,0.89050672815728782,0.89141978228707119,1.4625954831562147,0.89050672815728782,1
20,3,i_am_sorry,True,0.93077896918947134,0.59034392163531257,3.0042507851650431,0.93077896918947134,1
20,4,tell_me_more_about_your_back_pain,True,0.88798085013449624,0.64321956565961536,2.2158554585418719,,
20,5,any_other_problems,False,0.65802261824284414,0.84763338330810656,-2.0584866851112618,0.26879560749280534,2
20,6,any_other_problems,True,0.98891758648068873,0.089269067161004467,1.9510532493769925,0.98891758648068873,1
20,7,any_other_problems,True,0.97684395421424575,0.20145504156112698,5.2991246581102169,0.97684395421424575,1
20,8,any_other_problems,True,0.96818016831524467,0.26577016654933872,4.77968544075192,0.96818016831524467,1
20,9,describe_the_pain,False,0.55736346201481612,1.0081430744755826,-1.1028313034390815,,
20,10,tell_me_more_about_your_back_pain,True,0.83054874617547947,0.664165616652857,1.567646262035379,,
